Suburb,Price,Date,Dayofweek
Mulgrave,860000,14/10/2017,Saturday
Newport,1020000,14/10/2017,Saturday
Newport,1017500,14/10/2017,Saturday
North Melbourne,1480000,14/10/2017,Saturday
Northcote,1050000,14/10/2017,Saturday
Northcote,1150000,14/10/2017,Saturday
Northcote,2750000,14/10/2017,Saturday
Northcote,2000000,14/10/2017,Saturday
Oak Park,878168,14/10/2017,Saturday
Oak Park,780000,14/10/2017,Saturday
Oak Park,916000,14/10/2017,Saturday
Oakleigh,1828000,14/10/2017,Saturday
Ormond,1920000,14/10/2017,Saturday
Ormond,1360000,14/10/2017,Saturday
Parkville,1620000,14/10/2017,Saturday
Pascoe Vale,800000,14/10/2017,Saturday
Pascoe Vale,710000,14/10/2017,Saturday
Pascoe Vale,1215000,14/10/2017,Saturday
Pascoe Vale,780000,14/10/2017,Saturday
Port Melbourne,2926000,14/10/2017,Saturday
Port Melbourne,1231000,14/10/2017,Saturday
Port Melbourne,2160000,14/10/2017,Saturday
Port Melbourne,1190000,14/10/2017,Saturday
Prahran,673000,14/10/2017,Saturday
Prahran,3250000,14/10/2017,Saturday
Preston,850000,14/10/2017,Saturday
Reservoir,725000,14/10/2017,Saturday
Reservoir,750000,14/10/2017,Saturday
Reservoir,921000,14/10/2017,Saturday
Reservoir,715000,14/10/2017,Saturday
Reservoir,610000,14/10/2017,Saturday
Reservoir,960000,14/10/2017,Saturday
Reservoir,930000,14/10/2017,Saturday
Richmond,1750000,14/10/2017,Saturday
Richmond,1270000,14/10/2017,Saturday
Richmond,1635000,14/10/2017,Saturday
Richmond,1100000,14/10/2017,Saturday
Richmond,1525000,14/10/2017,Saturday
Ringwood,852000,14/10/2017,Saturday
Ringwood,958000,14/10/2017,Saturday
Ringwood North,1306000,14/10/2017,Saturday
Rowville,865000,14/10/2017,Saturday
South Melbourne,1800000,14/10/2017,Saturday
South Melbourne,1805000,14/10/2017,Saturday
South Melbourne,1380000,14/10/2017,Saturday
St Albans,715000,14/10/2017,Saturday
St Albans,675000,14/10/2017,Saturday
St Albans,530000,14/10/2017,Saturday
St Albans,669000,14/10/2017,Saturday
St Kilda,2200000,14/10/2017,Saturday
St Kilda,1100000,14/10/2017,Saturday
Strathmore,1310000,14/10/2017,Saturday
Strathmore,1310000,14/10/2017,Saturday
Strathmore,1380000,14/10/2017,Saturday
Strathmore,1485000,14/10/2017,Saturday
Sunshine,764000,14/10/2017,Saturday
Sunshine North,750000,14/10/2017,Saturday
Sunshine West,385000,14/10/2017,Saturday
Sunshine West,590000,14/10/2017,Saturday
Sunshine West,765000,14/10/2017,Saturday
Taylors Lakes,746000,14/10/2017,Saturday
Taylors Lakes,780000,14/10/2017,Saturday
Templestowe,1450000,14/10/2017,Saturday
Templestowe Lower,1350000,14/10/2017,Saturday
Thornbury,1370000,14/10/2017,Saturday
Thornbury,885000,14/10/2017,Saturday
Thornbury,1105000,14/10/2017,Saturday
Thornbury,750000,14/10/2017,Saturday
Thornbury,750000,14/10/2017,Saturday
Tullamarine,735000,14/10/2017,Saturday
Vermont,905000,14/10/2017,Saturday
Vermont South,1020000,14/10/2017,Saturday
Wantirna,1430000,14/10/2017,Saturday
Wantirna,1003000,14/10/2017,Saturday
Wantirna,1490500,14/10/2017,Saturday
Wantirna South,945000,14/10/2017,Saturday
West Footscray,942500,14/10/2017,Saturday
West Melbourne,2371000,14/10/2017,Saturday
Wheelers Hill,1070000,14/10/2017,Saturday
Wheelers Hill,1170000,14/10/2017,Saturday
Wheelers Hill,1540000,14/10/2017,Saturday
Williamstown,1950000,14/10/2017,Saturday
Williamstown,2350000,14/10/2017,Saturday
Windsor,1201000,14/10/2017,Saturday
Yarraville,1700000,14/10/2017,Saturday
Yarraville,960000,14/10/2017,Saturday
Yarraville,752500,14/10/2017,Saturday
Yarraville,1200000,14/10/2017,Saturday
Yarraville,790000,14/10/2017,Saturday
Abbotsford,1540000,21/10/2017,Saturday
Aberfeldie,2600000,21/10/2017,Saturday
Aberfeldie,1905000,21/10/2017,Saturday
Airport West,730000,21/10/2017,Saturday
Airport West,880000,21/10/2017,Saturday
Airport West,886000,21/10/2017,Saturday
Airport West,926000,21/10/2017,Saturday
Albert Park,4110000,21/10/2017,Saturday
Albion,715000,21/10/2017,Saturday
Albion,725000,21/10/2017,Saturday
Alphington,1757000,21/10/2017,Saturday
Altona Meadows,417000,21/10/2017,Saturday
Altona Meadows,600000,21/10/2017,Saturday
Altona Meadows,800000,21/10/2017,Saturday
Armadale,1961000,21/10/2017,Saturday
Ascot Vale,842000,21/10/2017,Saturday
Ascot Vale,1700000,21/10/2017,Saturday
Avondale Heights,900000,21/10/2017,Saturday
Bayswater,831000,21/10/2017,Saturday
Bayswater,916500,21/10/2017,Saturday
Bayswater North,1050200,21/10/2017,Saturday
Beaumaris,2070000,21/10/2017,Saturday
Beaumaris,2260000,21/10/2017,Saturday
Beaumaris,1840000,21/10/2017,Saturday
Bentleigh,1560000,21/10/2017,Saturday
Bentleigh,1250000,21/10/2017,Saturday
Bentleigh East,1940000,21/10/2017,Saturday
Bentleigh East,2055000,21/10/2017,Saturday
Bentleigh East,1500000,21/10/2017,Saturday
Bentleigh East,1650000,21/10/2017,Saturday
Bentleigh East,1285000,21/10/2017,Saturday
Bentleigh East,1420000,21/10/2017,Saturday
Bentleigh East,950000,21/10/2017,Saturday
Bentleigh East,1200000,21/10/2017,Saturday
Blackburn,1300000,21/10/2017,Saturday
Blackburn North,1335000,21/10/2017,Saturday
Blackburn South,1340000,21/10/2017,Saturday
Box Hill,1941000,21/10/2017,Saturday
Box Hill,1435000,21/10/2017,Saturday
Box Hill,1782500,21/10/2017,Saturday
Braybrook,771000,21/10/2017,Saturday
Braybrook,785000,21/10/2017,Saturday
Braybrook,780000,21/10/2017,Saturday
Brighton,2451000,21/10/2017,Saturday
Brighton East,2103000,21/10/2017,Saturday
Brighton East,1600000,21/10/2017,Saturday
Brunswick,1530000,21/10/2017,Saturday
Brunswick,820000,21/10/2017,Saturday
Brunswick,1255000,21/10/2017,Saturday
Brunswick,1075000,21/10/2017,Saturday
Brunswick East,1326000,21/10/2017,Saturday
Brunswick West,795000,21/10/2017,Saturday
Bulleen,1050000,21/10/2017,Saturday
Bulleen,1427000,21/10/2017,Saturday
Bulleen,962000,21/10/2017,Saturday
Burwood,1600000,21/10/2017,Saturday
Burwood East,1100000,21/10/2017,Saturday
Burwood East,1115000,21/10/2017,Saturday
Cairnlea,1206000,21/10/2017,Saturday
Carlton North,1371000,21/10/2017,Saturday
Carlton North,1820000,21/10/2017,Saturday
Caulfield North,1825000,21/10/2017,Saturday
Caulfield South,1590000,21/10/2017,Saturday
Cheltenham,785000,21/10/2017,Saturday
Cheltenham,1620000,21/10/2017,Saturday
Cheltenham,817500,21/10/2017,Saturday
Cheltenham,965000,21/10/2017,Saturday
Clifton Hill,1100000,21/10/2017,Saturday
Clifton Hill,912000,21/10/2017,Saturday
Clifton Hill,1600000,21/10/2017,Saturday
Coburg,900000,21/10/2017,Saturday
Coburg,925000,21/10/2017,Saturday
Coburg,1000000,21/10/2017,Saturday
Coburg North,950000,21/10/2017,Saturday
Coburg North,916000,21/10/2017,Saturday
Croydon,768000,21/10/2017,Saturday
Croydon,1370000,21/10/2017,Saturday
Croydon North,965000,21/10/2017,Saturday
Doncaster,1334000,21/10/2017,Saturday
Doncaster East,1340000,21/10/2017,Saturday
Doncaster East,1310000,21/10/2017,Saturday
Doncaster East,1400000,21/10/2017,Saturday
Doncaster East,1355000,21/10/2017,Saturday
Doncaster East,1468000,21/10/2017,Saturday
Donvale,2660000,21/10/2017,Saturday
Elsternwick,1425000,21/10/2017,Saturday
Elsternwick,2110000,21/10/2017,Saturday
Elwood,2280000,21/10/2017,Saturday
Elwood,2200000,21/10/2017,Saturday
Essendon,2520000,21/10/2017,Saturday
Essendon,2625000,21/10/2017,Saturday
Essendon,1275000,21/10/2017,Saturday
Essendon North,1300000,21/10/2017,Saturday
Essendon West,1300000,21/10/2017,Saturday
Essendon West,1252000,21/10/2017,Saturday
Fitzroy,1625000,21/10/2017,Saturday
Fitzroy,1535000,21/10/2017,Saturday
Fitzroy North,2200000,21/10/2017,Saturday
Fitzroy North,1677000,21/10/2017,Saturday
Flemington,1270000,21/10/2017,Saturday
Flemington,1014000,21/10/2017,Saturday
Footscray,825000,21/10/2017,Saturday
Footscray,1222000,21/10/2017,Saturday
Forest Hill,1159000,21/10/2017,Saturday
Forest Hill,965000,21/10/2017,Saturday
Forest Hill,1134000,21/10/2017,Saturday
Gardenvale,1850000,21/10/2017,Saturday
Glen Waverley,1439000,21/10/2017,Saturday
Glen Waverley,1165000,21/10/2017,Saturday
Glenroy,666133,21/10/2017,Saturday
Glenroy,760500,21/10/2017,Saturday
Hampton,2000000,21/10/2017,Saturday
Hampton East,1045000,21/10/2017,Saturday
Hampton East,990000,21/10/2017,Saturday
Hampton East,1335000,21/10/2017,Saturday
Heathmont,730000,21/10/2017,Saturday
Highett,1260000,21/10/2017,Saturday
Highett,1660000,21/10/2017,Saturday
Kealba,587000,21/10/2017,Saturday
Keilor,765000,21/10/2017,Saturday
Keilor,815000,21/10/2017,Saturday
Keilor East,740000,21/10/2017,Saturday
Kensington,2500000,21/10/2017,Saturday
Kensington,1050000,21/10/2017,Saturday
Malvern,3100000,21/10/2017,Saturday
Malvern East,3501000,21/10/2017,Saturday
Malvern East,1405000,21/10/2017,Saturday
Malvern East,1810000,21/10/2017,Saturday
Malvern East,1100000,21/10/2017,Saturday
Maribyrnong,1100000,21/10/2017,Saturday
Maribyrnong,1150000,21/10/2017,Saturday
Maribyrnong,1187000,21/10/2017,Saturday
Maribyrnong,1780000,21/10/2017,Saturday
Maribyrnong,970000,21/10/2017,Saturday
McKinnon,1874000,21/10/2017,Saturday
McKinnon,1720000,21/10/2017,Saturday
Mitcham,958888,21/10/2017,Saturday
Moonee Ponds,950000,21/10/2017,Saturday
Moonee Ponds,1180000,21/10/2017,Saturday
Moonee Ponds,2050000,21/10/2017,Saturday
Moonee Ponds,1320000,21/10/2017,Saturday
Moonee Ponds,1256000,21/10/2017,Saturday
Moonee Ponds,1400000,21/10/2017,Saturday
Mount Waverley,1430000,21/10/2017,Saturday
Mount Waverley,1542000,21/10/2017,Saturday
Mount Waverley,1380000,21/10/2017,Saturday
Mount Waverley,1635000,21/10/2017,Saturday
Mulgrave,900000,21/10/2017,Saturday
Newport,1189000,21/10/2017,Saturday
Northcote,1500000,21/10/2017,Saturday
Northcote,1740000,21/10/2017,Saturday
Notting Hill,1100000,21/10/2017,Saturday
Nunawading,735000,21/10/2017,Saturday
Oakleigh,1215000,21/10/2017,Saturday
Oakleigh,1315000,21/10/2017,Saturday
Ormond,1700000,21/10/2017,Saturday
Pascoe Vale,780000,21/10/2017,Saturday
Pascoe Vale,871000,21/10/2017,Saturday
Pascoe Vale,460000,21/10/2017,Saturday
Pascoe Vale,750000,21/10/2017,Saturday
Pascoe Vale,891000,21/10/2017,Saturday
Port Melbourne,1400000,21/10/2017,Saturday
Port Melbourne,2300000,21/10/2017,Saturday
Prahran,1500000,21/10/2017,Saturday
Prahran,1395000,21/10/2017,Saturday
Prahran,3250000,21/10/2017,Saturday
Prahran,1785000,21/10/2017,Saturday
Preston,835000,21/10/2017,Saturday
Preston,1035000,21/10/2017,Saturday
Preston,440000,21/10/2017,Saturday
Preston,1516000,21/10/2017,Saturday
Preston,732000,21/10/2017,Saturday
Preston,869000,21/10/2017,Saturday
Preston,1201000,21/10/2017,Saturday
Reservoir,730000,21/10/2017,Saturday
Reservoir,760000,21/10/2017,Saturday
Reservoir,920000,21/10/2017,Saturday
Reservoir,650000,21/10/2017,Saturday
Reservoir,850000,21/10/2017,Saturday
Reservoir,730000,21/10/2017,Saturday
Reservoir,1000000,21/10/2017,Saturday
Reservoir,1011000,21/10/2017,Saturday
Richmond,1170000,21/10/2017,Saturday
Richmond,1907000,21/10/2017,Saturday
Richmond,1250000,21/10/2017,Saturday
Richmond,1300000,21/10/2017,Saturday
Ringwood,1260000,21/10/2017,Saturday
Sandringham,1185000,21/10/2017,Saturday
Sandringham,1675000,21/10/2017,Saturday
Sandringham,1550000,21/10/2017,Saturday
Sandringham,1300000,21/10/2017,Saturday
Seddon,1010000,21/10/2017,Saturday
South Melbourne,1850000,21/10/2017,Saturday
South Melbourne,1225000,21/10/2017,Saturday
South Melbourne,1000000,21/10/2017,Saturday
South Melbourne,1242000,21/10/2017,Saturday
South Yarra,2500000,21/10/2017,Saturday
South Yarra,2180000,21/10/2017,Saturday
South Yarra,590000,21/10/2017,Saturday
South Yarra,1750000,21/10/2017,Saturday
South Yarra,1300000,21/10/2017,Saturday
Spotswood,1225000,21/10/2017,Saturday
St Albans,845000,21/10/2017,Saturday
Strathmore,1661000,21/10/2017,Saturday
Strathmore,1200000,21/10/2017,Saturday
Strathmore,1221000,21/10/2017,Saturday
Sunshine,610000,21/10/2017,Saturday
Sunshine,750000,21/10/2017,Saturday
Sunshine North,725000,21/10/2017,Saturday
Sunshine West,570000,21/10/2017,Saturday
Sunshine West,820000,21/10/2017,Saturday
Sunshine West,750000,21/10/2017,Saturday
Templestowe,2300000,21/10/2017,Saturday
Templestowe,1731500,21/10/2017,Saturday
Templestowe,1550000,21/10/2017,Saturday
Templestowe,1290000,21/10/2017,Saturday
Templestowe Lower,1390000,21/10/2017,Saturday
Templestowe Lower,1100000,21/10/2017,Saturday
Templestowe Lower,1435000,21/10/2017,Saturday
Thornbury,1025000,21/10/2017,Saturday
Thornbury,1215000,21/10/2017,Saturday
Thornbury,1516000,21/10/2017,Saturday
Toorak,3550000,21/10/2017,Saturday
Tullamarine,610000,21/10/2017,Saturday
Tullamarine,805000,21/10/2017,Saturday
Wantirna,1240000,21/10/2017,Saturday
Wantirna,950000,21/10/2017,Saturday
Wantirna South,1036000,21/10/2017,Saturday
West Footscray,870000,21/10/2017,Saturday
West Footscray,675000,21/10/2017,Saturday
Wheelers Hill,1050000,21/10/2017,Saturday
Wheelers Hill,935383,21/10/2017,Saturday
Williamstown,1173000,21/10/2017,Saturday
Wonga Park,1815000,21/10/2017,Saturday
Yarraville,920000,21/10/2017,Saturday
Yarraville,1700000,21/10/2017,Saturday
Yarraville,850000,21/10/2017,Saturday
Airport West,965000,28/10/2017,Saturday
Airport West,870000,28/10/2017,Saturday
Airport West,845000,28/10/2017,Saturday
Airport West,931000,28/10/2017,Saturday
Airport West,912000,28/10/2017,Saturday
Albert Park,2720000,28/10/2017,Saturday
Albert Park,2040000,28/10/2017,Saturday
Albert Park,1406000,28/10/2017,Saturday
Albion,740000,28/10/2017,Saturday
Altona,1165000,28/10/2017,Saturday
Altona Meadows,600000,28/10/2017,Saturday
Altona North,920000,28/10/2017,Saturday
Altona North,950000,28/10/2017,Saturday
Ardeer,480000,28/10/2017,Saturday
Ardeer,650000,28/10/2017,Saturday
Armadale,6050000,28/10/2017,Saturday
Armadale,1800000,28/10/2017,Saturday
Ascot Vale,1600000,28/10/2017,Saturday
Ascot Vale,1788000,28/10/2017,Saturday
Ashwood,2100000,28/10/2017,Saturday
Ashwood,1167500,28/10/2017,Saturday
Ashwood,896000,28/10/2017,Saturday
Avondale Heights,865000,28/10/2017,Saturday
Avondale Heights,780000,28/10/2017,Saturday
Avondale Heights,801000,28/10/2017,Saturday
Avondale Heights,702500,28/10/2017,Saturday
Avondale Heights,900000,28/10/2017,Saturday
Avondale Heights,757000,28/10/2017,Saturday
Avondale Heights,450000,28/10/2017,Saturday
Balaclava,2225000,28/10/2017,Saturday
Beaumaris,1580000,28/10/2017,Saturday
Beaumaris,1500000,28/10/2017,Saturday
Bentleigh,1520000,28/10/2017,Saturday
Bentleigh,1800000,28/10/2017,Saturday
Bentleigh,1440000,28/10/2017,Saturday
Bentleigh,2478000,28/10/2017,Saturday
Bentleigh,1540000,28/10/2017,Saturday
Bentleigh,1470000,28/10/2017,Saturday
Bentleigh,1220000,28/10/2017,Saturday
Bentleigh,2050000,28/10/2017,Saturday
Bentleigh East,1345000,28/10/2017,Saturday
Bentleigh East,1305000,28/10/2017,Saturday
Bentleigh East,1700000,28/10/2017,Saturday
Bentleigh East,1600000,28/10/2017,Saturday
Bentleigh East,1660000,28/10/2017,Saturday
Bentleigh East,1181000,28/10/2017,Saturday
Bentleigh East,2125000,28/10/2017,Saturday
Bentleigh East,1350000,28/10/2017,Saturday
Bentleigh East,1185000,28/10/2017,Saturday
Black Rock,2176000,28/10/2017,Saturday
Blackburn,1100000,28/10/2017,Saturday
Blackburn,1940000,28/10/2017,Saturday
Blackburn South,1955000,28/10/2017,Saturday
Boronia,887000,28/10/2017,Saturday
Boronia,815100,28/10/2017,Saturday
Braybrook,831500,28/10/2017,Saturday
Brighton,4690000,28/10/2017,Saturday
Brighton,2040000,28/10/2017,Saturday
Brighton,11200000,28/10/2017,Saturday
Brighton,3820000,28/10/2017,Saturday
Brighton,3850000,28/10/2017,Saturday
Brighton,1950000,28/10/2017,Saturday
Brighton,5410000,28/10/2017,Saturday
Brighton,1850000,28/10/2017,Saturday
Brighton,2100000,28/10/2017,Saturday
Brighton,3600000,28/10/2017,Saturday
Brighton East,1500000,28/10/2017,Saturday
Brighton East,2050000,28/10/2017,Saturday
Brighton East,795000,28/10/2017,Saturday
Brighton East,2000000,28/10/2017,Saturday
Brighton East,1670000,28/10/2017,Saturday
Brighton East,2200000,28/10/2017,Saturday
Brighton East,2710000,28/10/2017,Saturday
Brighton East,2220000,28/10/2017,Saturday
Brunswick,1150000,28/10/2017,Saturday
Brunswick,2020000,28/10/2017,Saturday
Brunswick,1080000,28/10/2017,Saturday
Brunswick,1150000,28/10/2017,Saturday
Brunswick,850000,28/10/2017,Saturday
Brunswick,1400000,28/10/2017,Saturday
Brunswick,1200000,28/10/2017,Saturday
Brunswick,894000,28/10/2017,Saturday
Brunswick,1230000,28/10/2017,Saturday
Brunswick,1050000,28/10/2017,Saturday
Brunswick,970000,28/10/2017,Saturday
Brunswick East,1975000,28/10/2017,Saturday
Brunswick West,1332000,28/10/2017,Saturday
Brunswick West,1310000,28/10/2017,Saturday
Brunswick West,2600000,28/10/2017,Saturday
Brunswick West,698000,28/10/2017,Saturday
Bulleen,1100000,28/10/2017,Saturday
Bulleen,970000,28/10/2017,Saturday
Bulleen,1830000,28/10/2017,Saturday
Burwood,2315000,28/10/2017,Saturday
Burwood,1500000,28/10/2017,Saturday
Burwood,1337500,28/10/2017,Saturday
Burwood,1005000,28/10/2017,Saturday
Burwood,1682000,28/10/2017,Saturday
Burwood,1750000,28/10/2017,Saturday
Burwood East,1260000,28/10/2017,Saturday
Burwood East,1100000,28/10/2017,Saturday
Burwood East,985000,28/10/2017,Saturday
Cairnlea,621000,28/10/2017,Saturday
Cairnlea,672000,28/10/2017,Saturday
Carlton North,1302000,28/10/2017,Saturday
Carlton North,720000,28/10/2017,Saturday
Carnegie,1665000,28/10/2017,Saturday
Carnegie,1700000,28/10/2017,Saturday
Carnegie,1240000,28/10/2017,Saturday
Caulfield South,1600000,28/10/2017,Saturday
Caulfield South,1730000,28/10/2017,Saturday
Chadstone,1100000,28/10/2017,Saturday
Chadstone,1025000,28/10/2017,Saturday
Cheltenham,1475000,28/10/2017,Saturday
Cheltenham,1250000,28/10/2017,Saturday
Cheltenham,810000,28/10/2017,Saturday
Cheltenham,1130000,28/10/2017,Saturday
Cheltenham,970000,28/10/2017,Saturday
Cheltenham,700000,28/10/2017,Saturday
Cheltenham,1100000,28/10/2017,Saturday
Clayton,800000,28/10/2017,Saturday
Clayton,1004000,28/10/2017,Saturday
Clifton Hill,1740000,28/10/2017,Saturday
Clifton Hill,3025000,28/10/2017,Saturday
Clifton Hill,2300000,28/10/2017,Saturday
Clifton Hill,1290000,28/10/2017,Saturday
Clifton Hill,3100000,28/10/2017,Saturday
Coburg,706500,28/10/2017,Saturday
Coburg,820000,28/10/2017,Saturday
Coburg,1350000,28/10/2017,Saturday
Coburg,1269000,28/10/2017,Saturday
Coburg,1150000,28/10/2017,Saturday
Coburg North,1190000,28/10/2017,Saturday
Coburg North,692500,28/10/2017,Saturday
Croydon,660000,28/10/2017,Saturday
Croydon,1105000,28/10/2017,Saturday
Croydon,1115000,28/10/2017,Saturday
Croydon,1060000,28/10/2017,Saturday
Croydon Hills,940750,28/10/2017,Saturday
Croydon South,800000,28/10/2017,Saturday
Deer Park,765000,28/10/2017,Saturday
Delahey,680000,28/10/2017,Saturday
Derrimut,730000,28/10/2017,Saturday
Doncaster,1343500,28/10/2017,Saturday
Doncaster,1500000,28/10/2017,Saturday
Doncaster,1490000,28/10/2017,Saturday
Doncaster,1290000,28/10/2017,Saturday
Doncaster,1340000,28/10/2017,Saturday
Doncaster East,1155000,28/10/2017,Saturday
Doncaster East,1105000,28/10/2017,Saturday
Doncaster East,1450000,28/10/2017,Saturday
Doncaster East,1250000,28/10/2017,Saturday
Doncaster East,1260000,28/10/2017,Saturday
Doncaster East,1380000,28/10/2017,Saturday
East Melbourne,2850000,28/10/2017,Saturday
Elwood,1640000,28/10/2017,Saturday
Elwood,800000,28/10/2017,Saturday
Elwood,620000,28/10/2017,Saturday
Elwood,720000,28/10/2017,Saturday
Essendon,1507000,28/10/2017,Saturday
Essendon,1140000,28/10/2017,Saturday
Essendon,880000,28/10/2017,Saturday
Essendon,1750000,28/10/2017,Saturday
Essendon,1153000,28/10/2017,Saturday
Essendon North,750000,28/10/2017,Saturday
Fairfield,1900000,28/10/2017,Saturday
Fairfield,1428000,28/10/2017,Saturday
Ferntree Gully,960000,28/10/2017,Saturday
Ferntree Gully,718000,28/10/2017,Saturday
Fitzroy,1575000,28/10/2017,Saturday
Fitzroy,1560000,28/10/2017,Saturday
Fitzroy,2200000,28/10/2017,Saturday
Fitzroy,2070000,28/10/2017,Saturday
