Suburb,Address,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Buildingage,Pricepermeterland,Pricepermeterbuilding,Priceperbedroom,Priceperdistance
Bentleigh,4 Adam St,4,h,1625000,SP,3/03/2018,11.4,3204,4,2,2,654,,,Glen Eira City Council,-37.91756,145.02587,Southern Metropolitan,6795, ,2484.70948, ,406250,142543.8596
Bentleigh,90 Daley St,4,h,1700000,VB,3/03/2018,11.4,3204,4,2,2,786,,,Glen Eira City Council,-37.9193,145.0385,Southern Metropolitan,6795, ,2162.849873, ,425000,149122.807
Bentleigh,42 London St,3,h,1605000,S,3/03/2018,11.4,3204,3,1,2,787,,,Glen Eira City Council,-37.92459,145.04521,Southern Metropolitan,6795, ,2039.390089, ,535000,140789.4737
Bentleigh,15A Loranne St,3,t,1350000,S,3/03/2018,11.4,3204,3,2,1,359,204,2002,Glen Eira City Council,-37.92025,145.03482,Southern Metropolitan,6795,19,3760.445682,6617.647059,450000,118421.0526
Bentleigh,33A Marquis Rd,2,t,920000,S,3/03/2018,11.4,3204,2,1,1,256,,,Glen Eira City Council,-37.93044,145.04724,Southern Metropolitan,6795, ,3593.75, ,460000,80701.75439
Bentleigh,3 Roma St,4,h,1300000,VB,3/03/2018,11.4,3204,4,2,1,587,161,1930,Glen Eira City Council,-37.92594,145.0433,Southern Metropolitan,6795,91,2214.650767,8074.534161,325000,114035.0877
Bentleigh East,25 Browns Rd,3,h,1260000,S,3/03/2018,13.8,3165,3,1,2,609,,,Glen Eira City Council,-37.92355,145.05562,Southern Metropolitan,10969, ,2068.965517, ,420000,91304.34783
Bentleigh East,2A David St,2,t,883000,S,3/03/2018,13.8,3165,2,2,1,190,,,Glen Eira City Council,-37.92438,145.05175,Southern Metropolitan,10969, ,4647.368421, ,441500,63985.50725
Bentleigh East,42 Edinburgh St,3,h,1155000,S,3/03/2018,13.8,3165,3,1,2,584,,,Glen Eira City Council,-37.91745,145.07208,Southern Metropolitan,10969, ,1977.739726, ,385000,83695.65217
Bentleigh East,105A MacKie Rd,4,t,1282000,S,3/03/2018,13.8,3165,4,3,2,354,252,2014,Glen Eira City Council,-37.91372,145.07488,Southern Metropolitan,10969,7,3621.468927,5087.301587,320500,92898.55072
Bentleigh East,15 Rudyard St,3,h,1015000,S,3/03/2018,13.8,3165,3,2,4,564,,,Glen Eira City Council,-37.92699,145.08081,Southern Metropolitan,10969, ,1799.64539, ,338333.3333,73550.72464
Bentleigh East,3 Samuel Ct,3,h,1180000,S,3/03/2018,13.8,3165,3,1,2,666,140,1950,Glen Eira City Council,-37.92498,145.06907,Southern Metropolitan,10969,71,1771.771772,8428.571429,393333.3333,85507.24638
Bentleigh East,1 Vine Ct,5,h,1669000,S,3/03/2018,13.8,3165,5,3,2,400,260,2013,Glen Eira City Council,-37.91653,145.05705,Southern Metropolitan,10969,8,4172.5,6419.230769,333800,120942.029
Bentleigh East,39 Warwick St,3,h,1146000,S,3/03/2018,13.8,3165,3,1,1,595,116,1960,Glen Eira City Council,-37.92083,145.07083,Southern Metropolitan,10969,61,1926.05042,9879.310345,382000,83043.47826
Black Rock,4 Tandara Ct,4,h,1980000,S,3/03/2018,17.3,3193,4,2,1,550,295,2000,Bayside City Council,-37.97585,145.02455,Southern Metropolitan,2866,21,3600,6711.864407,495000,114450.8671
Blackburn,5 Boongarry Av,5,h,1670000,S,3/03/2018,13.4,3130,5,2,3,886,,,Whitehorse City Council,-37.82598,145.14717,Eastern Metropolitan,5713, ,1884.875847, ,334000,124626.8657
Blackburn North,8 Kent Cl,4,h,1300000,SP,3/03/2018,13.4,3130,4,2,2,938,,,Whitehorse City Council,-37.80227,145.16073,Eastern Metropolitan,2867, ,1385.927505, ,325000,97014.92537
Blackburn North,7 Kurrajong Wy,3,t,850000,VB,3/03/2018,13.4,3130,3,2,2,210,,,Whitehorse City Council,-37.80912,145.14443,Eastern Metropolitan,2867, ,4047.619048, ,283333.3333,63432.83582
Blackburn South,5 Abercromby Rd,4,h,1400000,VB,3/03/2018,13.4,3130,4,2,1,560,0,1960,Whitehorse City Council,-37.83533,145.14455,Eastern Metropolitan,4387,61,2500, ,350000,104477.6119
Blackburn South,267 Blackburn Rd,3,h,870000,VB,3/03/2018,13.4,3130,3,1,1,542,,,Whitehorse City Council,-37.8442,145.155,Eastern Metropolitan,4387, ,1605.166052, ,290000,64925.37313
Box Hill,36 Ashted Rd,4,h,2128888,S,3/03/2018,10.9,3128,4,3,2,686,180,1945,Whitehorse City Council,-37.82346,145.12631,Eastern Metropolitan,4605,76,3103.335277,11827.15556,532222,195310.8257
Braybrook,39 Shepherd St,3,h,801500,S,3/03/2018,8.6,3019,3,1,1,603,108,1950,Maribyrnong City Council,-37.78308,144.85297,Western Metropolitan,3589,71,1329.187396,7421.296296,267166.6667,93197.67442
Brighton,14 Cross St,3,h,1925000,VB,3/03/2018,10.5,3186,3,2,2,545,140,1920,Bayside City Council,-37.89085,144.99983,Southern Metropolitan,10579,101,3532.110092,13750,641666.6667,183333.3333
Brighton,112 Dendy St,4,h,3590000,S,3/03/2018,10.5,3186,4,3,2,839,,,Bayside City Council,-37.92093,145.00499,Southern Metropolitan,10579, ,4278.903456, ,897500,341904.7619
Brighton,42 Ebden St,3,h,1826000,S,3/03/2018,10.5,3186,3,1,1,468,169,1910,Bayside City Council,-37.88786,144.99853,Southern Metropolitan,10579,111,3901.709402,10804.73373,608666.6667,173904.7619
Brighton,123 Male St,2,h,1250000,VB,3/03/2018,10.5,3186,2,1,0,199,95,1920,Bayside City Council,-37.90914,145.00477,Southern Metropolitan,10579,101,6281.407035,13157.89474,625000,119047.619
Brighton,136 Male St,4,h,2500000,S,3/03/2018,10.5,3186,4,2,2,564,,,Bayside City Council,-37.9065,145.00572,Southern Metropolitan,10579, ,4432.624113, ,625000,238095.2381
Brighton,137 Male St,4,h,2300000,PI,3/03/2018,10.5,3186,4,2,1,393,211,1890,Bayside City Council,-37.90841,145.00497,Southern Metropolitan,10579,131,5852.417303,10900.47393,575000,219047.619
Brighton East,21 Cheeseman Av,4,h,1840000,S,3/03/2018,10.3,3187,4,2,2,612,183,1930,Bayside City Council,-37.9076,145.02043,Southern Metropolitan,6938,91,3006.535948,10054.64481,460000,178640.7767
Brighton East,680 Hawthorn Rd,4,h,1736000,S,3/03/2018,10.3,3187,4,2,2,604,,,Bayside City Council,-37.90684,145.01793,Southern Metropolitan,6938, ,2874.172185, ,434000,168543.6893
Brighton East,12 Henry St,3,h,1700000,S,3/03/2018,10.3,3187,3,1,2,632,,,Bayside City Council,-37.91751,145.02181,Southern Metropolitan,6938, ,2689.873418, ,566666.6667,165048.5437
Brighton East,56 Lucas St,3,h,1850000,VB,3/03/2018,10.3,3187,3,2,2,278,,,Bayside City Council,-37.92314,145.01082,Southern Metropolitan,6938, ,6654.676259, ,616666.6667,179611.6505
Brighton East,61 Marriage Rd,4,h,2500000,S,3/03/2018,10.3,3187,4,2,2,598,,1956,Bayside City Council,-37.91908,145.01332,Southern Metropolitan,6938,65,4180.602007, ,625000,242718.4466
Brighton East,43 Regent St,4,h,2070000,PI,3/03/2018,10.3,3187,4,2,2,602,235,1950,Bayside City Council,-37.92367,145.00993,Southern Metropolitan,6938,71,3438.538206,8808.510638,517500,200970.8738
Brighton East,19 Roseberry Av,4,h,1555000,S,3/03/2018,10.3,3187,4,2,2,550,,,Bayside City Council,-37.90945,145.00989,Southern Metropolitan,6938, ,2827.272727, ,388750,150970.8738
Brighton East,48 Shasta Av,5,h,2500000,VB,3/03/2018,10.3,3187,5,3,2,651,,1920,Bayside City Council,-37.91708,145.01154,Southern Metropolitan,6938,101,3840.245776, ,500000,242718.4466
Brighton East,21 Wallen St,4,h,2000000,VB,3/03/2018,10.3,3187,4,3,3,602,,,Bayside City Council,-37.91678,145.01675,Southern Metropolitan,6938, ,3322.259136, ,500000,194174.7573
Brunswick,3 Austral Av,4,h,1500000,VB,3/03/2018,5.2,3056,4,2,1,373,0,1940,Moreland City Council,-37.76289,144.95552,Northern Metropolitan,11918,81,4021.447721, ,375000,288461.5385
Brunswick,77 Davies St,3,h,1100000,S,3/03/2018,5.2,3056,3,1,1,392,,,Moreland City Council,-37.75703,144.96991,Northern Metropolitan,11918, ,2806.122449, ,366666.6667,211538.4615
Brunswick,30 Fourth Av,4,h,1325000,S,3/03/2018,5.2,3056,4,1,3,520,,,Moreland City Council,-37.75663,144.95618,Northern Metropolitan,11918, ,2548.076923, ,331250,254807.6923
Brunswick,8 Leithead St,2,h,900000,SP,3/03/2018,5.2,3056,2,1,0,182,,,Moreland City Council,-37.76111,144.97035,Northern Metropolitan,11918, ,4945.054945, ,450000,173076.9231
Brunswick,14 MacFarland St,3,h,915000,SP,3/03/2018,5.2,3056,3,1,,185,88,1890,Moreland City Council,-37.76093,144.95896,Northern Metropolitan,11918,131,4945.945946,10397.72727,305000,175961.5385
Brunswick,2 Saxon St,3,h,1160000,PI,3/03/2018,5.2,3056,3,1,1,262,103,1910,Moreland City Council,-37.77321,144.96039,Northern Metropolitan,11918,111,4427.480916,11262.13592,386666.6667,223076.9231
Brunswick,2 Sheffield St,4,h,1661000,S,3/03/2018,5.2,3056,4,2,1,412,156,1920,Moreland City Council,-37.76043,144.95136,Northern Metropolitan,11918,101,4031.553398,10647.4359,415250,319423.0769
Brunswick West,549 Albion St,3,h,950000,VB,3/03/2018,5.2,3055,3,1,4,532,,,Moreland City Council,-37.7575,144.93606,Northern Metropolitan,7082, ,1785.714286, ,316666.6667,182692.3077
Brunswick West,15 Burnell St,3,h,1326000,S,3/03/2018,5.2,3055,3,1,,374,107,1900,Moreland City Council,-37.76292,144.94486,Northern Metropolitan,7082,121,3545.454545,12392.52336,442000,255000
Brunswick West,6 Burnell St,3,h,1250000,S,3/03/2018,5.2,3055,3,1,2,316,107,1890,Moreland City Council,-37.76347,144.94509,Northern Metropolitan,7082,131,3955.696203,11682.24299,416666.6667,240384.6154
Brunswick West,10 Foden St,4,h,1440200,S,3/03/2018,5.2,3055,4,1,1,536,,,Moreland City Council,-37.77088,144.94737,Northern Metropolitan,7082, ,2686.940299, ,360050,276961.5385
Brunswick West,14 James St,3,h,1345000,S,3/03/2018,5.2,3055,3,1,0,366,158,1925,Moreland City Council,-37.76285,144.94346,Northern Metropolitan,7082,96,3674.863388,8512.658228,448333.3333,258653.8462
Bulleen,43 Dale St,4,h,1337000,S,3/03/2018,10.8,3105,4,2,4,722,,,Manningham City Council,-37.77856,145.09945,Eastern Metropolitan,4480, ,1851.800554, ,334250,123796.2963
Bulleen,22 Derreck Av,4,h,1310000,VB,3/03/2018,10.8,3105,4,3,2,358,243,2018,Manningham City Council,-37.76281,145.09159,Eastern Metropolitan,4480,3,3659.217877,5390.946502,327500,121296.2963
Burwood,8 Inverness Av,3,h,1308000,SP,3/03/2018,10.4,3125,3,1,1,588,,,Monash City Council,-37.84546,145.11967,Southern Metropolitan,5678, ,2224.489796, ,436000,125769.2308
Burwood,21 Iris St,3,h,1461000,S,3/03/2018,10.4,3125,3,1,1,674,125,1945,Monash City Council,-37.84533,145.09897,Southern Metropolitan,5678,76,2167.655786,11688,487000,140480.7692
Burwood,11 Stephens St,3,h,1388000,SP,3/03/2018,10.4,3125,3,1,2,772,112,1960,Monash City Council,-37.85628,145.10906,Southern Metropolitan,5678,61,1797.927461,12392.85714,462666.6667,133461.5385
Burwood East,11 Allambie Pl,3,h,980000,VB,3/03/2018,14.7,3151,3,1,2,365,,,Whitehorse City Council,-37.85174,145.14003,Eastern Metropolitan,4048, ,2684.931507, ,326666.6667,66666.66667
Burwood East,24 Carver St,4,h,1177000,S,3/03/2018,14.7,3151,4,1,1,645,,,Whitehorse City Council,-37.8576,145.14467,Eastern Metropolitan,4048, ,1824.806202, ,294250,80068.02721
Burwood East,32 Jade Cct,4,h,1290000,S,3/03/2018,14.7,3151,4,2,2,466,,2003,Whitehorse City Council,-37.85275,145.16108,Eastern Metropolitan,4048,18,2768.240343, ,322500,87755.10204
Burwood East,3 Pickford St,3,h,1140000,S,3/03/2018,14.7,3151,3,1,2,585,,1976,Whitehorse City Council,-37.85005,145.15652,Eastern Metropolitan,4048,45,1948.717949, ,380000,77551.02041
Burwood East,28 Robert St,3,h,1177000,S,3/03/2018,14.7,3151,3,2,2,608,162,1979,Whitehorse City Council,-37.84767,145.15369,Eastern Metropolitan,4048,42,1935.855263,7265.432099,392333.3333,80068.02721
Carlton North,17 Shakespeare St,2,h,1065000,S,3/03/2018,3.5,3054,2,1,0,96,80,1880,Melbourne City Council,-37.788,144.96978,Northern Metropolitan,3106,141,11093.75,13312.5,532500,304285.7143
Caulfield North,17 Arthur St,4,h,1545000,S,3/03/2018,7.8,3161,4,1,,275,133,1915,Glen Eira City Council,-37.86805,145.02708,Southern Metropolitan,6923,106,5618.181818,11616.54135,386250,198076.9231
Caulfield South,14 Jupiter St,3,h,1530000,S,3/03/2018,8.7,3162,3,2,1,297,140,1950,Glen Eira City Council,-37.89524,145.01615,Southern Metropolitan,5051,71,5151.515152,10928.57143,510000,175862.069
Caulfield South,41 Moore St,3,h,1425000,PI,3/03/2018,8.7,3162,3,2,2,370,,,Glen Eira City Council,-37.89927,145.032,Southern Metropolitan,5051, ,3851.351351, ,475000,163793.1034
Caulfield South,17 Sheffield St,2,h,1101000,S,3/03/2018,8.7,3162,2,1,2,347,96,1943,Glen Eira City Council,-37.89762,145.02297,Southern Metropolitan,5051,78,3172.910663,11468.75,550500,126551.7241
Caulfield South,40 Spring Rd,3,h,2000000,PI,3/03/2018,8.7,3162,3,3,4,959,,,Glen Eira City Council,-37.89923,145.03,Southern Metropolitan,5051, ,2085.505735, ,666666.6667,229885.0575
Chadstone,9 Binalong Av,3,h,1300000,S,3/03/2018,11.7,3148,3,1,2,690,85,1960,Monash City Council,-37.87456,145.1027,Southern Metropolitan,3582,61,1884.057971,15294.11765,433333.3333,111111.1111
Chadstone,4 Glenora St,3,h,960000,PI,3/03/2018,11.7,3148,3,1,1,601,,,Monash City Council,-37.87986,145.10733,Southern Metropolitan,3582, ,1597.33777, ,320000,82051.28205
Cheltenham,25 Monterey Dr,3,t,875000,VB,3/03/2018,17.9,3192,3,2,1,163,144,2017,Bayside City Council,-37.96066,145.04109,Southern Metropolitan,9758,4,5368.09816,6076.388889,291666.6667,48882.68156
Cheltenham,11 Stuart Av,3,h,1305000,S,3/03/2018,17.9,3192,3,1,2,694,,,Bayside City Council,-37.96027,145.0442,Southern Metropolitan,9758, ,1880.403458, ,435000,72905.02793
Clifton Hill,2 Barries Pl,3,h,935000,S,3/03/2018,3.6,3068,3,3,1,66,,,Yarra City Council,-37.79496,144.99881,Northern Metropolitan,2954, ,14166.66667, ,311666.6667,259722.2222
Clifton Hill,1 Peckville St,2,h,1010000,PI,3/03/2018,3.6,3068,2,1,,128,,1890,Yarra City Council,-37.79303,144.99117,Northern Metropolitan,2954,131,7890.625, ,505000,280555.5556
Coburg,1 Lever St,3,u,881000,SP,3/03/2018,6.7,3058,3,1,1,318,,,Darebin City Council,-37.75025,144.95088,Northern Metropolitan,11204, ,2770.440252, ,293666.6667,131492.5373
Coburg,26 McKay St,2,h,857000,S,3/03/2018,6.7,3058,2,1,1,236,97,1900,Darebin City Council,-37.73936,144.96454,Northern Metropolitan,11204,121,3631.355932,8835.051546,428500,127910.4478
Coburg,5 Shackell St,3,h,1000000,PI,3/03/2018,6.7,3058,3,1,2,459,,,Darebin City Council,-37.74273,144.95162,Northern Metropolitan,11204, ,2178.649237, ,333333.3333,149253.7313
Coburg North,10 Marama St,4,h,1115000,S,3/03/2018,6.7,3058,4,3,2,318,,,Darebin City Council,-37.71943,144.95891,Northern Metropolitan,3445, ,3506.289308, ,278750,166417.9104
Collingwood,60 Keele St,3,h,2330000,S,3/03/2018,2,3066,3,2,2,178,,,Yarra City Council,-37.79709,144.98808,Northern Metropolitan,4553, ,13089.88764, ,776666.6667,1165000
Cremorne,52 Chestnut St,2,h,1410000,S,3/03/2018,2.4,3121,2,2,3,146,,,Yarra City Council,-37.82816,144.99532,Northern Metropolitan,1123, ,9657.534247, ,705000,587500
Croydon,19 Elmore Av,4,h,1220000,PI,3/03/2018,23,3136,4,2,2,1068,210,2009,Maroondah City Council,-37.7841,145.28877,Eastern Metropolitan,11925,12,1142.322097,5809.52381,305000,53043.47826
Croydon,12 Kalinda Rd,3,h,676000,S,3/03/2018,23,3136,3,1,1,773,111,1965,Maroondah City Council,-37.79385,145.25667,Eastern Metropolitan,11925,56,874.5148771,6090.09009,225333.3333,29391.30435
Deer Park,36 Jonah Pde,4,h,545000,S,3/03/2018,14.8,3023,4,2,2,401,126,2009,Brimbank City Council,-37.77475,144.75653,Western Metropolitan,6388,12,1359.102244,4325.396825,136250,36824.32432
Doncaster East,5 Boronia Gr,4,h,1200000,S,3/03/2018,14.3,3109,4,2,1,728,,,Manningham City Council,-37.79941,145.15742,Eastern Metropolitan,10999, ,1648.351648, ,300000,83916.08392
Doncaster East,18 Dryden St,3,h,1610000,PI,3/03/2018,14.3,3109,3,1,0,728,114,1960,Manningham City Council,-37.78682,145.15866,Eastern Metropolitan,10999,61,2211.538462,14122.80702,536666.6667,112587.4126
Doncaster East,8 Silvana Ct,4,h,1200000,VB,3/03/2018,14.3,3109,4,2,2,785,,,Manningham City Council,-37.75528,145.176,Eastern Metropolitan,10999, ,1528.66242, ,300000,83916.08392
Elsternwick,8 Buxton St,5,h,2245000,S,3/03/2018,7.2,3185,5,2,4,729,,,Glen Eira City Council,-37.88854,145.01357,Southern Metropolitan,4898, ,3079.561043, ,449000,311805.5556
Elsternwick,25 Park St,4,h,2200000,VB,3/03/2018,7.2,3185,4,2,1,408,189,1925,Glen Eira City Council,-37.87979,145.01267,Southern Metropolitan,4898,96,5392.156863,11640.21164,550000,305555.5556
Elsternwick,8 Prentice St,3,h,2100000,VB,3/03/2018,7.2,3185,3,2,1,346,180,1890,Glen Eira City Council,-37.88319,145.01142,Southern Metropolitan,4898,131,6069.364162,11666.66667,700000,291666.6667
Elsternwick,78 Riddell Pde,3,h,2235000,S,3/03/2018,7.2,3185,3,2,2,520,215,1890,Glen Eira City Council,-37.88983,145.00497,Southern Metropolitan,4898,131,4298.076923,10395.34884,745000,310416.6667
Elwood,127 Tennyson St,4,h,1920000,VB,3/03/2018,7.2,3184,4,3,2,339,117,1930,Port Phillip City Council,-37.88271,144.99216,Southern Metropolitan,8989,91,5663.716814,16410.25641,480000,266666.6667
Elwood,42 Wave St,3,h,2450000,VB,3/03/2018,7.2,3184,3,2,3,548,153,1928,Port Phillip City Council,-37.88349,144.98711,Southern Metropolitan,8989,93,4470.80292,16013.0719,816666.6667,340277.7778
Essendon,9 Alfred Rd,3,h,1725000,S,3/03/2018,7.5,3040,3,1,2,607,144,1960,Moonee Valley City Council,-37.74441,144.92319,Western Metropolitan,9264,61,2841.84514,11979.16667,575000,230000
Essendon,6 Cudmore St,3,h,1570000,S,3/03/2018,7.5,3040,3,1,2,767,,,Moonee Valley City Council,-37.74305,144.90361,Western Metropolitan,9264, ,2046.936115, ,523333.3333,209333.3333
Essendon,60 Forrester St,4,h,1955000,S,3/03/2018,7.5,3040,4,2,2,647,,,Moonee Valley City Council,-37.75144,144.8938,Western Metropolitan,9264, ,3021.638331, ,488750,260666.6667
Essendon,102 Hoffmans Rd,4,h,1500000,SP,3/03/2018,7.5,3040,4,2,4,810,,1950,Moonee Valley City Council,-37.74452,144.89144,Western Metropolitan,9264,71,1851.851852, ,375000,200000
Essendon,2a Nimmo St,3,u,818000,S,3/03/2018,7.5,3040,3,1,1,233,,1990,Moonee Valley City Council,-37.75412,144.89546,Western Metropolitan,9264,31,3510.729614, ,272666.6667,109066.6667
Essendon,58a Nimmo St,5,h,1556000,S,3/03/2018,7.5,3040,5,3,2,334,277,2016,Moonee Valley City Council,-37.74999,144.89622,Western Metropolitan,9264,5,4658.682635,5617.32852,311200,207466.6667
Fitzroy,348 Napier St,3,h,1595000,S,3/03/2018,2.1,3065,3,2,2,136,,,Yarra City Council,-37.79726,144.98113,Northern Metropolitan,5825, ,11727.94118, ,531666.6667,759523.8095
Fitzroy,207 Young St,3,h,2625000,S,3/03/2018,2.1,3065,3,3,1,95,192,,Yarra City Council,-37.80105,144.97899,Northern Metropolitan,5825, ,27631.57895,13671.875,875000,1250000
Fitzroy North,25 Liverpool St,4,h,1780000,S,3/03/2018,3.6,3068,4,2,1,150,133,1890,Moreland City Council,-37.78109,144.97939,Northern Metropolitan,6244,131,11866.66667,13383.45865,445000,494444.4444
Fitzroy North,55 McKean St,2,h,2002000,S,3/03/2018,3.6,3068,2,1,1,263,,,Moreland City Council,-37.7896,144.9844,Northern Metropolitan,6244, ,7612.1673, ,1001000,556111.1111
Fitzroy North,450 Queens Pde,4,h,1850000,S,3/03/2018,3.6,3068,4,2,3,406,224,1910,Moreland City Council,-37.78624,144.99343,Northern Metropolitan,6244,111,4556.650246,8258.928571,462500,513888.8889
Fitzroy North,16 Taplin St,2,h,992000,S,3/03/2018,3.6,3068,2,2,1,,,,Moreland City Council,-37.78247,144.98415,Northern Metropolitan,6244, , , ,496000,275555.5556
Fitzroy North,34 Taplin St,3,h,1125000,S,3/03/2018,3.6,3068,3,2,2,139,,,Moreland City Council,-37.78189,144.98434,Northern Metropolitan,6244, ,8093.52518, ,375000,312500
Footscray,23 Gallant St,2,h,900000,S,3/03/2018,5.1,3011,2,1,,197,102,1910,Maribyrnong City Council,-37.79653,144.8987,Western Metropolitan,7570,111,4568.527919,8823.529412,450000,176470.5882
Forest Hill,24 Heathcote Dr,2,h,705000,PI,3/03/2018,15.4,3131,2,1,1,247,247,,Whitehorse City Council,-37.83939,145.16743,Eastern Metropolitan,4385, ,2854.251012,2854.251012,352500,45779.22078
Forest Hill,540 Springvale Rd,3,h,880000,S,3/03/2018,15.4,3131,3,1,2,666,,,Whitehorse City Council,-37.85133,145.16943,Eastern Metropolitan,4385, ,1321.321321, ,293333.3333,57142.85714
Glen Waverley,8 Glenwood Av,4,h,1260000,SP,3/03/2018,16.7,3150,4,1,1,729,,,Monash City Council,-37.89009,145.15757,Eastern Metropolitan,15321, ,1728.395062, ,315000,75449.1018
Glenroy,2 Ash Ct,2,h,725000,S,3/03/2018,11.2,3046,2,1,3,690,,,Moreland City Council,-37.69738,144.92402,Northern Metropolitan,8870, ,1050.724638, ,362500,64732.14286
Glenroy,10 Glenroy Rd,4,h,772000,S,3/03/2018,11.2,3046,4,1,4,590,135,1955,Moreland City Council,-37.70716,144.93744,Northern Metropolitan,8870,66,1308.474576,5718.518519,193000,68928.57143
Hadfield,15 Curtin Av,4,h,787000,S,3/03/2018,11.2,3046,4,2,1,583,114,1950,Moreland City Council,-37.70947,144.94664,Northern Metropolitan,2606,71,1349.914237,6903.508772,196750,70267.85714
Hadfield,24 David St,3,h,1060000,S,3/03/2018,11.2,3046,3,1,0,737,,,Moreland City Council,-37.70783,144.94593,Northern Metropolitan,2606, ,1438.263229, ,353333.3333,94642.85714
Hampton,33 David St,4,h,1825000,PI,3/03/2018,13.8,3188,4,2,2,816,,,Bayside City Council,-37.9425,145.01472,Southern Metropolitan,5454, ,2236.519608, ,456250,132246.3768
